DOI,Publication Year,Authors,Article Title,Abstract,"Screening(Include=1,Exclude=0,maybe=2)","Full text check(Include=1,Exclude=0)",
,,PARK K R; YOON H; RIZWAN A N,"Device for tracking gaze of vehicle driver based on deep learning, has extraction unit outputting deep learning feature set of region images, and driver gaze tracking unit classifying driver gaze area and storing gaze area feature sets","NOVELTY - The device (100) has a driver image input unit (110) for receiving a driver image. A feature region detection unit (120) tracks face feature identification points in the input driver image and extracts a face region image, a left eye region image, and a right eye region image based on the detected face feature identification points. A deep learning feature extraction unit (130) outputs a deep learning feature set of region images by using the face region image, the left eye region image, and the right eye region image. A driver gaze tracking unit (140) classifies a driver gaze area by using the output feature set and stored gaze area feature sets. A deep learning unit learns face gaze tracking using deep learning based convolutional neural networks (CNNs). USE - Device for tracking gaze of a vehicle driver based on deep learning. ADVANTAGE - The device improves gaze tracking accuracy of the vehicle driver based on the deep learning in consideration of head movement and eye movement of the driver without requiring an initial user calibration step. The device accurately performs driver gaze tracking to determine drowsy driving, distraction, and stare of the driver when converting from autonomous driving to driver driving in an autonomous vehicle, and provides accurate driver status information. DETAILED DESCRIPTION - INDEPENDENT CLAIMS are also included for the following:(1) a method for tracking gaze of a vehicle driver based on deep learning(2) a computer program comprising a set of instructions for tracking gaze of a vehicle driver based on deep learning. DESCRIPTION Of DRAWING(S) - The drawing shows a block diagram of a device for tracking gaze of a vehicle driver based on deep learning. '(Drawing includes non-English language text)'Device for tracking gaze of vehicle driver based on deep learning (100)Driver image input unit (110)Feature region detection unit (120)Deep learning feature extraction unit (130)Driver gaze tracking unit (140)",,,
,2019,"Lambe, Eoin; Cuffe, Paul",Design and Test of a Headset Activation Platform Controlled by Eye Gaze Tracking,"For years, eye tracking technology has been making huge improvements and has become very popular in the robotics industry. This paper covers a new concept resulting in the creation of a fully functioning prototype utilising eye tracking technology that can aid with such things as improved visibility or better communication for people in the workplace or at home. The concept involves a portable headset that can track the user's gaze direction and accurately point an illumination source at the point of eye fixation. Use cases for such a device could include assisting people working in low light conditions by directing a beam of light in the gaze direction or for people living with disabilities that possess substandard verbal communication skills, by acting as an eye-controlled laser pointer. The prototype uses digital servo motors, a 3D printed pan-tilt platform, a microcontroller, an illumination source and off-the-shelf eye-tracking glasses. The result is a responsive and accurate device that could potentially be transformative for many people around the globe.",,,
,,HEE K L; BYOUNG H H; SANG W C; IN W H; HYUN C K; JEONG I S; IN J L,"Device for tracing eye gaze of user, has narrow angle camera control unit for controlling narrow angle camera, and image acquisition part for obtaining infrared ray image to remove lamp diffuse reflection, which is generated by tool","NOVELTY - The device has a coordinate determining unit (102) for determining three dimensional (3D) coordinate about an eye point of a user (112) according to forward direction movement of a user. A narrow angle camera control unit (103) controls a narrow angle camera (108) for obtaining the image associated with a user eye according to the 3D coordinate. An illumination control part (104) controls flash of a lamp (107) by utilizing lamp trigger signal. An image acquisition part (105) obtains an infrared (IR) ray image to remove lamp diffuse reflection, which is generated by a time auxiliary tool. USE - Device for tracing eye gaze of a user. ADVANTAGE - The device traces eye point of the user when the user is freely moved, and controls direction of the camera through pan/tilt/zoom/focus/iris apparatus as real-time so as to broad motion range of the user when eye gaze tracking is performed and secure a high resolution eye image. The device eliminates lamp diffuse reflection from being generated in wearing glasses so as to facilitate stable eye gaze tracking in wearing glasses. DETAILED DESCRIPTION - An INDEPENDENT CLAIM is also included for an eye gaze tracing method. DESCRIPTION Of DRAWING(S) - The drawing shows a schematic block diagram of an eye gaze tracing device. '(Drawing includes non-English language text)'Coordinate determining unit (102)Narrow angle camera control unit (103)Illumination control part (104)Image acquisition part (105)Lamp (107)Narrow angle camera (108)User (112)",,,
,2017,"Soccini, Agata Marta",Gaze Estimation Based on Head Movements in Virtual Reality Applications using Deep Learning,"Gaze detection in Virtual Reality systems is mostly performed using eye-tracking devices. The coordinates of the sight, as well as other data regarding the eyes, are used as input values for the applications. While this trend is becoming more and more popular in the interaction design of immersive systems, most visors do not come with an embedded eye-tracker, especially those that are low cost and maybe based on mobile phones.We suggest implementing an innovative gaze estimation system into virtual environments as a source of information regarding users intentions.We propose a solution based on a combination of the features of the images and the movement of the head as an input of a Deep Convolutional Neural Network capable of inferring the 2D gaze coordinates in the imaging plane.",,,
,,KLINGSTROEM A; BRAND M,"Eye gaze tracking method of three-dimensional display, involves obtaining reference distance based on three-dimensional position of object, and calculating updated convergence distance using obtained gaze convergence and reference distances","NOVELTY - The method involves visualizing the objects using a three-dimensional (3D) display (210) each at a known 3D position, determining an object of the visualized objects at which a user is watching based on a gaze point, obtaining a gaze convergence distance indicative of a depth the user is watching at, obtaining a reference distance based on the 3D position of the determined object, and calculating an updated convergence distance using the obtained gaze convergence distance and the reference distance. The focal-plane of a multifocal 3D display is selected using the updated convergence distance. USE - Eye gaze tracking method of three-dimensional display. ADVANTAGE - Reduces the effects of vergence-accommodation conflict, that the time required to identify a stereoscopic stimulus is reduced, increases stereo-acuity in a time-limited task, reduces the distortions in perceived depth, and reduces user fatigue and discomfort. DETAILED DESCRIPTION - INDEPENDENT CLAIMS are also included for the following:(1) a computer; and(2) a computer program. DESCRIPTION Of DRAWING(S) - The drawing shows the schematic diagram of the convergence distance calculated based on visual axes.Three-dimensional display (210)Depth (310A,310B,310C)First eye (320A)Second eye (320B)Convergence point (330)",,,
,2017,"Alruwaythi, Omar F.; Sears, Matthew H.; Goodrum, Paul M.",The Impact of Engineering Information Formats on Craft Worker Eye Gaze Patterns,"Productivity of craft workers in construction projects can be negatively impacted by ineffective communication of the project's design and information. Traditional delivery of Mechanical, Electrical, and Piping (MEP) designs rely on two-dimensional isometric drawings. Developments in three-dimensional (3D) computer aided design (CAD) and 3D printing have provided new format options for delivering engineering information, however providing them to crafts for use at the construction workface remains relatively rare. The objective of this research is to understand how eye gaze patterns of construction craft workers are influenced by information formats when completing complex spatial tasks. A series of field trials with MEP workers was conducted to examine the influence of information format on their eye gaze patterns in completing a scale model task assembly. Participants were provided eye tracking glasses with one of three information formats: traditional, two-dimensional (2D) isometric drawings; 2D isometric drawings supplemented with a three-dimensional (3D) image of the assembly; and 2D isometric drawings supplemented with a 3D physical model of the assembly. Eye gaze patterns were examined to understand if performance can be improved by alternative formats of information displays and/or training.",,,
10.1109/TIM.2020.2983525,2020,"Bottos, Stephen; Balasingam, Balakumar",Tracking the Progression of Reading Using Eye-Gaze Point Measurements and Hidden Markov Models,"In this article, we consider the problem of tracking the eye gaze of individuals while they engage in reading. In particular, we develop the ways to accurately track the line being read by an individual using commercially available eye-tracking devices. Such an approach will enable futuristic functionalities, such as comprehension evaluation, interest level detection, and user-assisting applications such as hand-free navigation and automatic scrolling. Furthermore, the proposed approach will pave the way to develop technology that may generate valuable feedback to content makers, such as web designers, authors, educators, and social media users. The existing commercial eye trackers provide an estimated location of the eye-gaze points every few milliseconds. However, these estimated gaze points are not sufficient to quantify reading progression-a specific eye-gaze activity. In this article, we propose algorithms to bridge the commercial gaze tracker outputs and informative eye-gaze patterns while reading. The proposed system consists of Kalman filters and hidden Markov models to parameterize these statistical models and to accurately detect the line being read. The proposed approach is shown to yield an improvement of 27.1% in line detection accuracy over line tracking using estimated eye-gaze points alone by the eye tracker.",,,
10.3390/s20020543,2020,"Brousseau, Braiden; Rose, Jonathan; Eizenman, Moshe",Hybrid Eye-Tracking on a Smartphone with CNN Feature Extraction and an Infrared 3D Model,"This paper describes a low-cost, robust, and accurate remote eye-tracking system that uses an industrial prototype smartphone with integrated infrared illumination and camera. Numerous studies have demonstrated the beneficial use of eye-tracking in domains such as neurological and neuropsychiatric testing, advertising evaluation, pilot training, and automotive safety. Remote eye-tracking on a smartphone could enable the significant growth in the deployment of applications in these domains. Our system uses a 3D gaze-estimation model that enables accurate point-of-gaze (PoG) estimation with free head and device motion. To accurately determine the input eye features (pupil center and corneal reflections), the system uses Convolutional Neural Networks (CNNs) together with a novel center-of-mass output layer. The use of CNNs improves the system's robustness to the significant variability in the appearance of eye-images found in handheld eye trackers. The system was tested with 8 subjects with the device free to move in their hands and produced a gaze bias of 0.72 degrees. Our hybrid approach that uses artificial illumination, a 3D gaze-estimation model, and a CNN feature extractor achieved an accuracy that is significantly (400%) better than current eye-tracking systems on smartphones that use natural illumination and machine-learning techniques to estimate the PoG.",,,
,,RYU K J,"Machine learning-based reading ability diagnosis device using gaze tracking, has diagnostic element information generator and diagnosis result information generation unit that is configured to generate diagnosis result information","NOVELTY - The device (300) has a diagnostic element information generator which is configured to generate diagnostic element information included with reading process gaze information, reading process search information, reading comprehension information, and reading ability abnormality information by analyzing diagnostic document information included with the eye tracking data and the problem solving result data, metadata about the diagnostic document, and setting information of a region of interest. The user information, the diagnostic document information, and the diagnostic element information are inputted into a reading ability diagnosis classification model learned in advance with a machine learning algorithm, and gaze-based reading ability diagnosis information. The diagnosis result information generation unit is configured to generate diagnosis result information included with solution-based reading ability diagnosis information and gaze-based cognitive risk diagnosis information. USE - Machine learning-based reading ability diagnosis device using gaze tracking. ADVANTAGE - The reading process is included with reading fluency, exploration efficiency, and concentration. The reliability of the diagnosis result is improved through diagnosis method. The risk of ocular movement-related disorders is diagnosed. The user reading ability is easily, quickly and continuously diagnosed and managed, and the diagnosis results of other users are easily collected and utilized. The accuracy of diagnosing reading ability through machine learning algorithms is improved. DETAILED DESCRIPTION - INDEPENDENT CLAIMS are included for the following:(1) a machine learning-based reading ability diagnosis method using gaze tracking; and(2) a computer program stored on medium for diagnosing machine learning-based reading ability. DESCRIPTION Of DRAWING(S) - The drawing shows a block diagram illustrating the configuration of apparatus for diagnosing reading ability. (Drawing includes non-English language text)Machine learning-based reading ability diagnosis device (300)Control unit (310)Transmission and reception management unit (320)Reading ability diagnosis unit (330)Database (340)",,,
10.1061/(ASCE)CO.1943-7862.0001706,2019,"Alruwaythi, Omar; Goodrum, Paul",A Difference in Perspective: Impact of Different Formats of Engineering Information and Spatial Cognition on Craft-Worker Eye-Gaze Patterns,"Individuals vary widely in their ability to translate complex spatial information into performing physical tasks. Much of the variability can be explained by their experience in using different information formats and differences in individual spatial cognition. Traditional delivery of mechanical, electrical, and plumbing (MEP) designs rely on two-dimensional isometric drawings. Advancements in three-dimensional (3D) computer-aided design (CAD), augmented reality, virtual reality, and 3D printing have provided new format options for delivering engineering information; however, providing them to crafts for use at the construction workface remains relatively rare. The objective of this research is to understand how eye-gaze patterns of construction craft workers is influenced by information formats and spatial cognition when building a complex spatial task. A series of field trials with MEP workers was conducted to examine the influence of information format and spatial cognition on their eye-gaze patterns in building a scale-model pipe assembly. Participants were provided eye-tracking glasses along with one of three information formats: two-dimensional (2D) isometric drawings, 2D isometric drawings supplemented with a 3D image of the assembly, and 2D isometric drawings supplemented with a 3D physical model of the assembly. Card rotation and cube comparison tests were administered to measure spatial cognition. The results of this paper reveal that the information format and spatial cognition significantly influenced workers' eye-gaze patterns; there are different gaze patterns for different information formats, and these differences in gaze patterns were associated with differences in spatial cognition abilities. Additionally, the improvement in performance when using different engineering information formats is associated with different eye-gaze patterns.",,,
10.1109/TNSRE.2020.2991675,2020,"Yaneva, Victoria; Le An Ha; Eraslan, Sukru; Yesilada, Yeliz; Mitkov, Ruslan",Detecting High-Functioning Autism in Adults Using Eye Tracking and Machine Learning,"The purpose of this study is to test whether visual processing differences between adults with and without high-functioning autism captured through eye tracking can be used to detect autism. We record the eye movements of adult participants with and without autism while they look for information within web pages. We then use the recorded eye-tracking data to train machine learning classifiers to detect the condition. The data was collected as part of two separate studies involving a total of 71 unique participants (31 with autism and 40 control), which enabled the evaluation of the approach on two separate groups of participants, using different stimuli and tasks. We explore the effects of a number of gaze-based and other variables, showing that autism can be detected automatically with around 74% accuracy. These results confirm that eye-tracking data can be used for the automatic detection of high-functioning autism in adults and that visual processing differences between the two groups exist when processing web pages.",,,
10.1109/ACCESS.2018.2867235,2018,"Kang, Mun-Cheon; Yoo, Cheol-Hwan; Uhm, Kwang-Hyun; Lee, Dae-Hong; Ko, Sung-Jea",A Robust Extrinsic Calibration Method f or Non-Contact Gaze Tracking in the 3-D Space,"In general, 3-D gaze tracking methods employ both a frontal-viewing camera and an eye-capturing camera facing the opposite direction to precisely estimate the point-of-regard (POR) in the 3-D space. The extrinsic calibration of these two cameras for accurate 3-D gaze tracking is a challenging task. This paper presents a robust extrinsic calibration method for non-contact gaze tracking in the 3-D space. Even in a noisy environment, the extrinsic calibration parameters are precisely estimated by minimizing the proposed cost function consisting of both the angular and Euclidean errors. Furthermore, using the estimated parameters, the 3-D POR is exactly determined based on the two-view geometry. Compared with the conventional methods, the proposed method provides superior results in experiments considering various factors such as the noise level, head movement, and camera configuration. In real experiments, we achieved an average Euclidean error of 12.6 cm and the average angular error of 0.98 degrees when estimating the 3-D coordinates of PORs that were 4-8 m away from the user.",,,
,,LINDEN E,"Method for detecting three dimensional (3D) gaze based on deep learning system, involves generating 3D gaze information for user eye based on two dimensional (2D) gaze origin, 2D gaze direction, and corrected distance by eye tracking system","NOVELTY - The method involves generating (1104) a warped image centered around a user eye from a 2D image, by an eye tracking system based on the 2D image, and the 2D image is generated by a camera associated with the eye tracking system. The warped image is inputted (1110), by the eye tracking system to a neural network, and the neural network predicts a distance correction, a 2D gaze origin of the user eye in the warped image, and a 2D gaze direction of the user eye in the warped image based on the warped image. A corrected distance is generated (1114) between the user eye and the camera by updating an estimated distance based on the distance correction, by the eye tracking system. A 3D gaze information is generated (1116) for the user eye based on the 2D gaze origin, the 2D gaze direction, and the corrected distance, by the eye tracking system. USE - Method for detecting three dimensional (3D) gaze based on deep learning system using eye tracking system (claimed). ADVANTAGE - The eye tracking system provides a better understanding of the 3D gaze prediction techniques. The eye warped image input to the neural network is the same in terms of orientation, thus simplifying the architecture and the training of the neural network. The computer system iteratively updates the n calibration parameters while maintaining the network parameters through back-propagation until the loss function is minimized. DETAILED DESCRIPTION - INDEPENDENT CLAIMS are included for the following:(1) an eye tracking system; and(2) a non-transitory computer-readable storage medium storing program for detecting three dimensional (3D) gaze. DESCRIPTION Of DRAWING(S) - The drawing shows a flow chart illustrating the method for predicting 3D gaze based on a deep learning system.Step for generating a warped image (1104)Step for inputting the warped image (1110)Step for receiving the distance correction (1112)Step for generating a corrected distance (1114)Step for generating 3D gaze information (1116)",,,
,,FU Y; SUN B,"System for generating three-dimensional landmarks associated with object in two-dimensional image by element of neural network, has depth coordinate estimator receiving image and planar coordinates to estimate depth coordinate","NOVELTY - The system has a detector producing planar coordinates of landmarks at points of an object (110) i.e. face (112), in a two-dimensional (2D) image (106), where the planar coordinates include planar coordinate pairs. A depth coordinate estimator receives the 2D image and the planar coordinates to estimate a depth coordinate for each planar coordinate of each landmark to generate three-dimensional (3D) landmarks (108). The system body applies the 3D landmarks for face alignment, virtual face makeup, face recognition, eye gaze tracking and face synthesis. A feature-generating backbone includes a neural network element for employing a depthwise convolutional block and pointwise convolutional block, where the pointwise convolutional block receives features output by the depthwise convolutional block and output feature-generating-backbone output features. USE - System for generating 3D landmarks associated with an object i.e. face, in a 2D image by an element of a neural network (claimed). ADVANTAGE - The system reduces computational cost and parameters to retain generating accuracy, and resists accuracy loss caused by significant reduction of parameters. The system decreases computation and memory costs by enabling the neural network on a mobile device. DETAILED DESCRIPTION - INDEPENDENT CLAIMS are also included for the following:(1) a method for generating 3D landmarks associated with an object in a 2D image(2) a non-transitory computer-readable medium comprising a set of instructions for generating 3D landmarks associated with an object in a 2D image(3) a neural network element(4) a neural network(5) an augmented reality system. DESCRIPTION Of DRAWING(S) - The drawing shows a block diagram of a mobile device with a neural network and a person using the mobile device.Mobile device (102)2D image (106)3D landmarks (108)Object (110)Face (112)",,,
10.3390/s18020456,2018,"Naqvi, Rizwan Ali; Arsalan, Muhammad; Batchuluun, Ganbayar; Yoon, Hyo Sik; Park, Kang Ryoung",Deep Learning-Based Gaze Detection System for Automobile Drivers Using a NIR Camera Sensor,"A paradigm shift is required to prevent the increasing automobile accident deaths that are mostly due to the inattentive behavior of drivers. Knowledge of gaze region can provide valuable information regarding a driver's point of attention. Accurate and inexpensive gaze classification systems in cars can improve safe driving. However, monitoring real-time driving behaviors and conditions presents some challenges: dizziness due to long drives, extreme lighting variations, glasses reflections, and occlusions. Past studies on gaze detection in cars have been chiefly based on head movements. The margin of error in gaze detection increases when drivers gaze at objects by moving their eyes without moving their heads. To solve this problem, a pupil center corneal reflection (PCCR)-based method has been considered. However, the error of accurately detecting the pupil center and corneal reflection center is increased in a car environment due to various environment light changes, reflections on glasses surface, and motion and optical blurring of captured eye image. In addition, existing PCCR-based methods require initial user calibration, which is difficult to perform in a car environment. To address this issue, we propose a deep learning-based gaze detection method using a near-infrared (NIR) camera sensor considering driver head and eye movement that does not require any initial user calibration. The proposed system is evaluated on our self-constructed database as well as on open Columbia gaze dataset (CAVE-DB). The proposed method demonstrated greater accuracy than the previous gaze classification methods.",,,
,,SONG Z; YE Y; ZHAO J,"Method for gaze tracking, involves determining direction of optical axis, and determining direction of visual axis according to angular difference between direction of optical axis and direction of optical visual axis","NOVELTY - The method involves obtaining (S101) the texture image and three-dimensional (3D) point cloud data of the user face. The corneal center coordinates and eyeball center coordinates of the user eyes is determined (S102) according to the texture image and the 3D point cloud data. The direction of the optical axis is determined (S103) according to the corneal center coordinates and the eyeball center coordinates. The direction of the visual axis is determined (S104) according to the angular difference between the direction of the optical axis and the direction of the optical visual axis. The eye center coordinates of the user is determined according to the eye area, the iris area and the 3D point cloud data. USE - Method for gaze tracking. ADVANTAGE - The accurate tracking of the visual axis direction is realized and the accuracy of eye control operation and interaction is improved to a certain extent. DETAILED DESCRIPTION - INDEPENDENT CLAIMS are included for the following:(1) a device for gaze tracking; and(2) a computer readable storage medium storing program for gaze tracking. DESCRIPTION Of DRAWING(S) - The drawing shows the flowchart illustrating a method for gaze tracking. (Drawing includes non-English language text)Step for obtaining the texture image and 3D point cloud data of the user face (S101)Step for determining corneal center coordinates and eyeball center coordinates of the user eyes according to the texture image and the 3D point cloud data (S102)Step for determining direction of the optical axis according to the corneal center coordinates and the eyeball center coordinates (S103)Step for determining direction of the visual axis according to the angular difference between the direction of the optical axis and the direction of the optical visual axis (S104)",,,
10.1109/TIM.2019.2956612,2020,"Liu, Jiahui; Chi, Jiannan; Lu, Ning; Yang, Zuoyun; Wang, Zhiliang",Iris Feature-Based 3-D Gaze Estimation Method Using a One-Camera-One-Light-Source System,"Multicamera or multilight-source is generally used to estimate the 3-D coordinates of the cornea center for 3-D gaze estimation in the existing gaze trackers. Although some model-based methods use one-camera systems to estimate 3-D gazes, which include some user-dependent eye parameters preset by fixed values, a one-camera-one-light-source system is still unable to achieve 3-D gaze estimation by considering individual differences. In this article, an iris feature-based method using one camera and one light source for 3-D gaze estimation is proposed. The iris radius and the kappa angle are determined during user calibration. The optical axis is reconstructed by the iris center and its normal vector from only the iris features. Therefore, with the real-time estimation of kappa angle, the 3-D gaze is estimated by an optimization method. Computer simulations and practical experiments have been performed to analyze the feasibility and robustness of the proposed method. This article's innovation lies in achieving 3-D gaze estimation based on only one-camera and one-light source with calibrated eye-specific parameters, which breaks through the limitation of the existing methods using a 3-D cornea center on the system's hardware requirements of 3-D gaze estimation. The simplified hardware system has great application values, especially in the portable mobile devices widely used today. Moreover, a binocular model is used to optimize the results of the point of regard, which improves the accuracy of 3-D gaze estimation effectively.",,,
,2017,"Su, Dan; Li, You Fu; Guo, Yao",Precise Gaze Estimation for Mobile Gaze Trackers based on Hybrid Two-view Geometry,"In this paper, we propose a novel calibration framework for the gaze estimation of mobile gaze tracking systems. In our method, the user's eye and the eye camera are modeled as a central catadioptric camera. Thus the epipolar geometry of the mobile gaze tracker can be described by the hybrid two-view geometry. To calibrate this model, the user is asked to gaze at the calibration points distributed in 3-D space but not all located on one plane. In the light of binocular training data, we apply a 3x6 local hybrid-fundamental matrix to register pupil centers with epipolar lines in the scene image. Thus the image gaze point viewed from different depths can be uniquely determined as the intersection of two epipolar lines calculated by binocular data. The simulation and experimental results show the effectiveness of our proposed calibration framework for mobile gaze trackers.",,,
10.3145/epi.2020.nov.27,2020,"Silva-Torres, Juan-Jose; Martinez-Martinez, Luz; Cuesta-Cambra, Ubaldo",Design of a visual attention model for communication campaigns: the case of Covid-19,"Health is one of the main concerns of society. Empirical evidence underscores the growing importance of prevention and health education as a fundamental instrument to improve the quality of public health. Recent health crises, such as Ebola, influenza A, SARS, and Covid-19, have highlighted the importance of communication. When designing communication campaigns during a crisis, the speed of the creation of messages and their effectiveness have relevant social consequences. The objective of this work is to design and develop a mathematical tool, based on Machine Learning techniques, to enable predictions of areas of visual attention quickly and accurately without the use of eye-tracking technology. The methodology combines deep learning algorithms, to extract the characteristics of the images, and supervised modeling mathematical techniques, to predict the areas of attention. Validation is carried out by analyzing various institutional communications from the Covid-19 campaign, comparing the results with the areas of attention obtained using an eye-tracking solution with proven accuracy. The results obtained using the tool in the investigated Covid-19 communication pieces are analyzed, resulting in conclusions of interest for the development of new campaigns.",,,
,,KLINGSTROM A; BRAND M; KLINGSTROEM A,Calculating sight convergence distance using computer comprises making each of multiple objects to visible at known three-dimensional position and calculating updated convergence distance using obtained line-of-sight convergence distance,"NOVELTY - Calculating sight convergence distance using computer comprises making each of the multiple objects to visible at known three-dimensional position using three-dimensional display, determining the object that the user is looking at among the visible objects based on the gaze point, obtaining the convergence distance indicating the depth at which the user is watching, obtaining the reference distance based on the determined three-dimensional position of the object and calculating updated convergence distance using the obtained line-of-sight convergence distance and the reference distance, selecting the focal plane of the multi-focus three-dimensional display using the updated convergence distance. USE - The method is useful calculating sight convergence distance using computer (claimed). DETAILED DESCRIPTION - An INDEPENDENT CLAIM is also included for computer program product comprising a set of instructions for calculating sight convergence distance. DESCRIPTION Of DRAWING(S) - The drawing shows a schematic representation of the cross-sectional view of the eye.",,,
10.1109/CVPR.2019.00793,2019,"Xiong, Yunyang; Kim, Hyunwoo J.; Singh, Vikas",Mixed Effects Neural Networks (MeNets) with Applications to Gaze Estimation,"There is much interest in computer vision to utilize commodity hardware for gaze estimation. A number of papers have shown that algorithms based on deep convolutional architectures are approaching accuracies where streaming data from mass-market devices can offer good gaze tracking performance, although a gap still remains between what is possible and the performance users will expect in real deployments. We observe that one obvious avenue for improvement relates to a gap between some basic technical assumptions behind most existing approaches and the statistical properties of the data used for training. Specifically, most training datasets involve tens of users with a few hundreds (or more) repeated acquisitions per user The non i.i.d. nature of this data suggests better estimation may be possible if the model explicitly made use of such repeated measurements from each user as is commonly done in classical statistical analysis using so-called mixed effects models. The goal of this paper is to adapt these mixed effects ideas from statistics within a deep neural network architecture for gaze estimation, based on eye images. Such a formulation seeks to specifically utilize information regarding the hierarchical structure of the training data - each node in the hierarchy is a user who provides tens or hundreds of repeated samples. This modification yields an architecture that offers state of the art performance onvarious publicly available datasets improving results by 10-20%.",,,
,,REDZ A; OLLESSON N; MASKO D; IVARSSON M; LARSEN R A; OLSSON N,"Method for performing three-dimensional (3D) position estimation for cornea center, involves updating cornea movement filter (CMF) by setting estimated initial 3D position of cornea center to current 3D position of cornea center",NOVELTY - The method involves identifying (840) first candidate glint in first image captured by an imaging device at second time instance. Second candidate glint is identified (850) in the first image or in second image captured by the imaging device at third time instance and comprising the portion of the cornea of the eye and a glint generated by second illuminator. A pair of first and second candidate glints is selected (860) out of possible pairs of the first candidate glint and the second candidate glint having highest probability of corresponding to predicted first and second glint positions based on a probability estimation function using a processing circuitry. Current 3D position of the cornea is estimated (870) using the processing circuitry based on positions of the selected pair of first and second candidate glints. CMF is updated using the processing circuitry by setting estimated initial 3D position of a cornea center to the current 3D position of the cornea center. USE - Method for performing three-dimensional (3D) position estimation for cornea center of eye of user using remote eye tracking system (claimed). ADVANTAGE - The improved 3D cornea position estimation with regard to accuracy and reliability is achieved. The accurate false glint detection provides an accurate estimate of the cornea position. The eye tracking or gaze tracking result becomes more accurate since the tracking system is able to more reliably estimate the user 3D cornea position when the cornea is moving. The visual result and user experience are improved when the eye tracking or gaze tracking result becomes more accurate. DETAILED DESCRIPTION - INDEPENDENT CLAIMS are included for the following:(1) an eye tracking system for performing three-dimensional position estimation for cornea center of eye of user; and(2) a non-transitory computer-readable storage medium storing program for performing three-dimensional position estimation for cornea center of eye of user. DESCRIPTION Of DRAWING(S) - The drawing shows the flowchart illustrating a method for performing 3D position estimation for cornea center of eye of user.Step for generating CMF comprising an estimated initial 3D position and an estimated initial 3D velocity of the cornea center of the eye at a first time instance (810)Step for identifying first candidate glint in first image captured by the imaging device at the second time instance (840)Step for identifying second candidate glint in the first image or in second image captured by the imaging device at a third time instance (850)Step for selecting a pair of first and second candidate glint out of possible pairs of first candidate glint and second candidate glint having the highest probability of corresponding to the predicted first and second glint positions based on a probability estimation function (860)Step for estimating the current 3D position of the cornea using the processing circuitry (870),,,
10.1049/iet-its.2020.0087,2020,"Rahman, Md Junaedur; Beauchemin, Steven S.; Bauer, Michael A.",Predicting driver behaviour at intersections based on driver gaze and traffic light recognition,"This work introduces and evaluates a model for predicting driver behaviour, namely turns or proceeding straight, at traffic light intersections from driver three-dimensional gaze data and traffic light recognition. Based on vehicular data, this work relates the traffic light position, the driver's gaze, head movement, and distance from the centre of the traffic light to build a model of driver behaviour. The model can be used to predict the expected driver manoeuvre 3 to 4 s prior to arrival at the intersection. As part of this study, a framework for driving scene understanding based on driver gaze is presented. The outcomes of this study indicate that this deep learning framework for measuring, accumulating and validating different driving actions may be useful in developing models for predicting driver intent before intersections and perhaps in other key-driving situations. Such models are an essential part of advanced driving assistance systems that help drivers in the execution of manoeuvres.",,,
10.3390/ijgi6090274,2017,"Liu, Bing; Dong, Weihua; Meng, Liqiu",Using Eye Tracking to Explore the Guidance and Constancy of Visual Variables in 3D Visualization,"An understanding of guidance, which means guiding attention, and constancy, meaning that an area can be perceived for what it is despite environmental changes, of the visual variables related to three-dimensional (3D) symbols is essential to ensure rapid and consistent human perception in 3D visualization. Previous studies have focused on the guidance and constancy of visual variables related to two-dimensional (2D) symbols, but these aspects are not well documented for 3D symbols. In this study, we used eye tracking to analyze the visual guidance from shapes, hues and sizes, and the visual constancy that is related to the shape, color saturation and size of 3D symbols in different locations. Thirty-six subjects (24 females and 12 males) participated in the study. The results indicate that hue and shape provide a high level of visual guidance, whereas guidance from size, a variable that predominantly guides attention in 2D visualization, is much more limited in 3D visualization. Additionally, constancy of shape and saturation are perceived with relatively high accuracy, whereas constancy of size is perceived with only low accuracy. These first empirical studies are intended to pave the way for a more comprehensive user understanding of 3D visualization design.",,,
